flowID, test data sequence#, comment, start time, end time, browserType, siteUrl, result, failure point, failure reason
flowTemplate,1,null- null- ,20170627-162055,20170627-162136,null,http://novanetshoes-hmg03.ns2online.com.br/,failure,transition-2,java.lang.AssertionError: lnkLogin not found 	at org.junit.Assert.fail(Assert.java:88) 	at com.objectedge.site.test.selenium.pages.PageTesterImpl.click(PageTesterImpl.java:114) 	at com.objectedge.site.test.actions.ClickTestDataAction.execute(ClickTestDataAction.java:19) 	at com.objectedge.site.test.actions.SimpleAction.execute(SimpleAction.java:12) 	at com.objectedge.site.test.model.execution.TestDataFlowExecution.runFlow(TestDataFlowExecution.java:524) 	at com.objectedge.site.test.model.execution.TestDataFlowExecution.run(TestDataFlowExecution.java:473) 	at java.lang.Thread.run(Thread.java:745) 
