flowID, test data sequence#, comment, start time, end time, browserType, siteUrl, result, failure point, failure reason
flowTemplate,1,null- ,20170627-162509,20170627-162544,null,http://novanetshoes-hmg03.ns2online.com.br/,failure,transition-1,java.lang.AssertionError: lnkEntregas not found 	at org.junit.Assert.fail(Assert.java:88) 	at com.objectedge.site.test.selenium.pages.PageTesterImpl.hover(PageTesterImpl.java:161) 	at com.objectedge.site.test.actions.HoverOnElement.execute(HoverOnElement.java:48) 	at com.objectedge.site.test.actions.SimpleAction.execute(SimpleAction.java:12) 	at com.objectedge.site.test.model.execution.TestDataFlowExecution.runFlow(TestDataFlowExecution.java:524) 	at com.objectedge.site.test.model.execution.TestDataFlowExecution.run(TestDataFlowExecution.java:473) 	at java.lang.Thread.run(Thread.java:745) 
