flowID, test data sequence#, comment, start time, end time, browserType, siteUrl, result, failure point, failure reason
flowTemplate,1,null- null- ,20170627-162148,20170627-162213,null,http://novanetshoes-hmg03.ns2online.com.br/,failure,transition-2,org.openqa.selenium.WebDriverException: disconnected: received Inspector.detached event   (Session info: chrome=58.0.3029.110)   (Driver info: chromedriver=2.30.477700 (0057494ad8732195794a7b32078424f92a5fce41) platform=Windows NT 6.1.7601 SP1 x86_64) (WARNING: The server did not provide any stacktrace information) Command duration or timeout: 3.64 seconds Build info: version: '2.47.1'  revision: '411b314'  time: '2015-07-30 03:03:16' System info: host: 'oeis-d42'  ip: '192.168.169.227'  os.name: 'Windows 7'  os.arch: 'amd64'  os.version: '6.1'  java.version: '1.8.0_91' Driver info: org.openqa.selenium.chrome.ChromeDriver Capabilities [{applicationCacheEnabled=false  rotatable=false  mobileEmulationEnabled=false  networkConnectionEnabled=false  chrome={chromedriverVersion=2.30.477700 (0057494ad8732195794a7b32078424f92a5fce41)  userDataDir=C:\Users\DEEPAK~1.VER\AppData\Local\Temp\scoped_dir69436_30772}  takesHeapSnapshot=true  pageLoadStrategy=normal  databaseEnabled=false  handlesAlerts=true  hasTouchScreen=false  version=58.0.3029.110  platform=XP  browserConnectionEnabled=false  nativeEvents=true  acceptSslCerts=true  locationContextEnabled=true  webStorageEnabled=true  browserName=chrome  takesScreenshot=true  javascriptEnabled=true  cssSelectorsEnabled=true  unexpectedAlertBehaviour=}] Session ID: 7738e2e4a893b1b9246b0ebb029694f2 	at sun.reflect.NativeConstructorAccessorImpl.newInstance0(Native Method) 	at sun.reflect.NativeConstructorAccessorImpl.newInstance(NativeConstructorAccessorImpl.java:62) 	at sun.reflect.DelegatingConstructorAccessorImpl.newInstance(DelegatingConstructorAccessorImpl.java:45) 	at java.lang.reflect.Constructor.newInstance(Constructor.java:423) 	at org.openqa.selenium.remote.ErrorHandler.createThrowable(ErrorHandler.java:206) 	at org.openqa.selenium.remote.ErrorHandler.throwIfResponseFailed(ErrorHandler.java:158) 	at org.openqa.selenium.remote.RemoteWebDriver.execute(RemoteWebDriver.java:595) 	at org.openqa.selenium.remote.RemoteWebDriver.executeScript(RemoteWebDriver.java:504) 	at com.objectedge.site.test.selenium.sections.SectionTesterImpl.click(SectionTesterImpl.java:100) 	at com.objectedge.site.test.selenium.pages.PageTesterImpl.click(PageTesterImpl.java:111) 	at com.objectedge.site.test.actions.ClickTestDataAction.execute(ClickTestDataAction.java:19) 	at com.objectedge.site.test.actions.SimpleAction.execute(SimpleAction.java:12) 	at com.objectedge.site.test.model.execution.TestDataFlowExecution.runFlow(TestDataFlowExecution.java:524) 	at com.objectedge.site.test.model.execution.TestDataFlowExecution.run(TestDataFlowExecution.java:473) 	at java.lang.Thread.run(Thread.java:745) 
